"filename", "language", "YAML", "Python", "C++", "Docker", "Shell Script", "Properties", "CMake", "Makefile", "CMake Cache", "TypeScript", "C", "pip requirements", "WebAssembly Text Format", "JSON", "comment", "blank", "total"
"/home/ash/wasm/wasm-serverless/python/dockerFunctions/functions/wordcount/Dockerfile", "Docker", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/home/ash/wasm/wasm-serverless/python/dockerFunctions/functions/wordcount/create_img.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/ash/wasm/wasm-serverless/python/dockerFunctions/functions/wordcount/main.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/home/ash/wasm/wasm-serverless/python/function/Worker.py", "Python", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 29, 212
"/home/ash/wasm/wasm-serverless/python/function/function.py", "Python", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 30, 198
"/home/ash/wasm/wasm-serverless/python/function/functionInfo.py", "Python", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/home/ash/wasm/wasm-serverless/python/function/functionManager.py", "Python", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 98
"/home/ash/wasm/wasm-serverless/python/function/portController.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/home/ash/wasm/wasm-serverless/python/function/wasmProxy.py", "Python", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 138
"/home/ash/wasm/wasm-serverless/python/grouping/component.py", "Python", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"/home/ash/wasm/wasm-serverless/python/grouping/grouping.py", "Python", 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33, 219
"/home/ash/wasm/wasm-serverless/python/grouping/groupingRepository.py", "Python", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 43
"/home/ash/wasm/wasm-serverless/python/grouping/workflowParser.py", "Python", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 82
"/home/ash/wasm/wasm-serverless/python/setupScripts/dbSetup.py", "Python", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 62
"/home/ash/wasm/wasm-serverless/python/setupScripts/db_setup.bash", "Shell Script", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 20
"/home/ash/wasm/wasm-serverless/python/setupScripts/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8
"/home/ash/wasm/wasm-serverless/python/storage/repoTest.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
