,wasm,docker
0,0.008410215377807617,0.7368018627166748
1,0.009288549423217773,0.7345881462097168
2,0.008493900299072266,0.7776243686676025
3,0.008735418319702148,0.7515194416046143
4,0.011477231979370117,0.6995413303375244
5,0.008154869079589844,0.7106952667236328
6,0.008333444595336914,0.6798539161682129
7,0.01128530502319336,0.7352173328399658
8,0.007905960083007812,0.7669246196746826
9,0.009198904037475586,0.6884884834289551
10,0.009157896041870117,0.7353289127349854
11,0.012106895446777344,0.7460722923278809
12,0.017509937286376953,0.7724370956420898
13,0.013704538345336914,0.7153477668762207
14,0.008616209030151367,0.8617186546325684
15,0.00865483283996582,0.8653690814971924
16,0.008767127990722656,0.7469401359558105
17,0.007988691329956055,0.8375825881958008
18,0.008927106857299805,0.860365629196167
19,0.008255243301391602,0.8803086280822754
20,0.007994413375854492,0.8212339878082275
21,0.00874781608581543,0.9749839305877686
22,0.008432149887084961,0.775282621383667
23,0.008317708969116211,0.7532792091369629
24,0.008466720581054688,0.7645564079284668
25,0.008156776428222656,0.7471609115600586
26,0.008274555206298828,0.7892186641693115
27,0.008231878280639648,0.7713909149169922
28,0.008363008499145508,0.7194681167602539
29,0.008469104766845703,0.7436981201171875
30,0.008907556533813477,0.7862730026245117
31,0.00836491584777832,0.8094923496246338
32,0.008191823959350586,0.820972204208374
33,0.009041547775268555,0.7756228446960449
34,0.008845329284667969,0.7697556018829346
35,0.009939432144165039,0.7324926853179932
36,0.008300542831420898,0.7711286544799805
37,0.008939981460571289,0.722663402557373
38,0.008572578430175781,0.7222914695739746
39,0.007992029190063477,0.7214479446411133
40,0.009075403213500977,0.7266578674316406
41,0.008484125137329102,0.7794599533081055
42,0.008478879928588867,0.7655162811279297
43,0.00836491584777832,0.779426097869873
44,0.008524179458618164,0.7735738754272461
45,0.008726119995117188,0.7464604377746582
46,0.008500814437866211,0.7262802124023438
47,0.008292436599731445,0.7549412250518799
48,0.00861811637878418,0.7557363510131836
49,0.008427858352661133,0.7658867835998535
50,0.008363008499145508,0.7523186206817627
51,0.009836435317993164,0.739945650100708
52,0.008283615112304688,0.7649497985839844
53,0.008208036422729492,0.8030898571014404
54,0.008328914642333984,0.7538015842437744
55,0.008315563201904297,0.7559728622436523
56,0.008571624755859375,0.7692985534667969
57,0.00832056999206543,0.798987627029419
58,0.00863957405090332,0.8036510944366455
59,0.009085655212402344,0.7255473136901855
60,0.008854150772094727,0.6841049194335938
61,0.00814676284790039,0.7671201229095459
62,0.008614063262939453,0.7583849430084229
63,0.008884906768798828,0.6915640830993652
64,0.008934736251831055,0.7639269828796387
65,0.008644342422485352,0.7919661998748779
66,0.008958101272583008,0.7689964771270752
67,0.008315801620483398,0.8276722431182861
68,0.008819103240966797,0.7522404193878174
69,0.009163141250610352,0.7781469821929932
70,0.008230447769165039,0.7941172122955322
71,0.008814811706542969,0.7631211280822754
72,0.009073019027709961,0.7764368057250977
73,0.008557319641113281,0.7035002708435059
74,0.008554697036743164,0.7526509761810303
75,0.00823664665222168,0.7382707595825195
76,0.00851130485534668,0.753476619720459
77,0.008317947387695312,0.7432701587677002
78,0.009067058563232422,0.7502739429473877
79,0.008337259292602539,0.762598991394043
80,0.008522272109985352,0.7671740055084229
81,0.00876307487487793,0.7559201717376709
82,0.008449316024780273,0.7689926624298096
83,0.008273839950561523,0.7302942276000977
84,0.010781049728393555,0.7308380603790283
85,0.008010149002075195,0.7537882328033447
86,0.025991201400756836,0.7821147441864014
87,0.010736942291259766,0.8461799621582031
88,0.009348154067993164,0.7814302444458008
89,0.00925302505493164,0.80222487449646
90,0.012574911117553711,0.8409168720245361
91,0.008348941802978516,0.8069016933441162
92,0.009149312973022461,0.7600054740905762
93,0.008300065994262695,0.8204877376556396
94,0.008699178695678711,0.7843375205993652
95,0.008365154266357422,0.8200621604919434
96,0.009431600570678711,0.8295528888702393
97,0.008467912673950195,0.7377462387084961
98,0.008536100387573242,0.7831234931945801
99,0.011508941650390625,0.9286093711853027
100,0.009811639785766602,0.84417724609375
101,0.009107351303100586,0.8060472011566162
102,0.008281707763671875,0.7971048355102539
103,0.008238554000854492,0.7879235744476318
104,0.009299516677856445,0.7930347919464111
105,0.008634090423583984,0.8174653053283691
106,0.008026599884033203,0.8240859508514404
107,0.008167266845703125,0.7917881011962891
108,0.009740591049194336,0.7980380058288574
109,0.00824737548828125,0.9509153366088867
110,0.008188247680664062,0.7982077598571777
111,0.009549379348754883,0.8388824462890625
112,0.008287906646728516,0.8878459930419922
113,0.00861048698425293,0.796363115310669
114,0.008163690567016602,0.8243203163146973
115,0.008470535278320312,0.8672897815704346
116,0.008082866668701172,0.826610803604126
117,0.009143829345703125,0.8377861976623535
118,0.008183717727661133,0.7913854122161865
119,0.008845329284667969,0.7560515403747559
120,0.00829315185546875,0.7130255699157715
121,0.008177042007446289,0.7359726428985596
122,0.008735179901123047,0.7559847831726074
123,0.008678436279296875,0.7753350734710693
124,0.008205890655517578,0.7783932685852051
125,0.008449316024780273,0.7527642250061035
126,0.008414506912231445,0.7320756912231445
127,0.009012937545776367,0.8262975215911865
128,0.008103609085083008,0.7756490707397461
129,0.008138179779052734,0.7601289749145508
130,0.008219003677368164,0.7526857852935791
131,0.008341073989868164,0.7386555671691895
132,0.008491992950439453,0.7252740859985352
133,0.009014129638671875,0.7432692050933838
134,0.008378744125366211,0.7267961502075195
135,0.008370161056518555,0.7205467224121094
136,0.008085489273071289,0.7360937595367432
137,0.008107423782348633,0.7659859657287598
138,0.010000467300415039,0.7686338424682617
139,0.008519887924194336,0.7191109657287598
140,0.008403301239013672,0.7657284736633301
141,0.008154153823852539,0.7087643146514893
142,0.008641719818115234,0.7769153118133545
143,0.008308649063110352,0.6768009662628174
144,0.008171796798706055,0.6987545490264893
145,0.008168697357177734,0.7077968120574951
146,0.009288549423217773,0.754723072052002
147,0.01125192642211914,0.7121338844299316
148,0.009072303771972656,0.7707724571228027
149,0.008079767227172852,0.7034392356872559
150,0.008167505264282227,0.7305505275726318
151,0.008021116256713867,0.7278707027435303
152,0.008327722549438477,0.730278491973877
153,0.00849151611328125,0.7429368495941162
154,0.008491754531860352,0.7281637191772461
155,0.008393049240112305,0.7477405071258545
156,0.008303642272949219,0.6825556755065918
157,0.008867263793945312,0.7421431541442871
158,0.008807897567749023,0.7167260646820068
159,0.008156299591064453,0.7175462245941162
160,0.008596658706665039,0.6917979717254639
161,0.008491039276123047,0.7193639278411865
162,0.008590936660766602,0.7608852386474609
163,0.008580207824707031,0.7136862277984619
164,0.008430957794189453,0.7884342670440674
165,0.008776664733886719,0.6788966655731201
166,0.008466005325317383,0.6530678272247314
167,0.008194208145141602,0.7215757369995117
168,0.008166790008544922,0.7337405681610107
169,0.011431694030761719,0.6872043609619141
170,0.008456945419311523,0.7628321647644043
171,0.008474588394165039,0.7072134017944336
172,0.009913444519042969,0.7217390537261963
173,0.008971691131591797,0.7343757152557373
174,0.010961055755615234,0.7469933032989502
175,0.008309125900268555,0.720250129699707
176,0.008615970611572266,0.7212257385253906
177,0.008654594421386719,0.7076411247253418
178,0.008099794387817383,0.7609372138977051
179,0.008350133895874023,0.8258800506591797
180,0.008323431015014648,0.7646751403808594
181,0.008383512496948242,0.7906942367553711
182,0.008159637451171875,0.7452223300933838
183,0.008294343948364258,0.7600131034851074
184,0.008209943771362305,0.827390193939209
185,0.008803129196166992,0.78739333152771
186,0.007973432540893555,0.8214547634124756
187,0.008120298385620117,0.7573540210723877
188,0.009316682815551758,0.7734401226043701
189,0.008846759796142578,0.7582573890686035
190,0.008314371109008789,0.8888235092163086
191,0.008092403411865234,0.8193309307098389
192,0.008665800094604492,0.7070143222808838
193,0.008533954620361328,0.6414170265197754
194,0.00818014144897461,0.7208960056304932
195,0.009264945983886719,0.6311330795288086
196,0.008340835571289062,0.7561802864074707
197,0.00827789306640625,0.7440459728240967
198,0.008506536483764648,0.7329957485198975
199,0.008115053176879883,0.6982710361480713
200,0.009308576583862305,0.7057251930236816
201,0.00862431526184082,0.7505316734313965
202,0.009634971618652344,0.6423544883728027
203,0.00890207290649414,0.7750513553619385
204,0.008518695831298828,0.71954345703125
205,0.009561300277709961,0.7257144451141357
206,0.008268117904663086,0.6750218868255615
207,0.008389472961425781,0.6955094337463379
208,0.00841522216796875,0.7401151657104492
209,0.008319616317749023,0.7515943050384521
210,0.010205984115600586,0.7298059463500977
211,0.01059103012084961,0.7492246627807617
212,0.008499622344970703,0.7026617527008057
213,0.008737564086914062,0.7364275455474854
214,0.008767366409301758,0.697878360748291
215,0.008093118667602539,0.7421073913574219
216,0.008311748504638672,0.6943304538726807
217,0.009089231491088867,0.6810626983642578
218,0.008482217788696289,0.6930723190307617
219,0.008307695388793945,0.7205173969268799
220,0.00795125961303711,0.6448836326599121
221,0.008394956588745117,0.7147374153137207
222,0.008198738098144531,0.7319245338439941
223,0.008147239685058594,0.671705961227417
224,0.008053064346313477,0.7373075485229492
225,0.010705709457397461,0.692603588104248
226,0.00889730453491211,0.6063659191131592
227,0.010167837142944336,0.7275347709655762
228,0.009610652923583984,0.7810328006744385
229,0.00849604606628418,0.6849372386932373
230,0.009201526641845703,0.7391114234924316
231,0.009831666946411133,0.7222268581390381
232,0.008652210235595703,0.734412431716919
233,0.008382320404052734,0.7137420177459717
234,0.008340120315551758,0.7213954925537109
235,0.008376836776733398,0.7418439388275146
236,0.008383035659790039,0.7521171569824219
237,0.008263826370239258,0.6610753536224365
238,0.008618354797363281,0.6934444904327393
239,0.00815725326538086,0.7544569969177246
240,0.008416175842285156,0.724830150604248
241,0.008794069290161133,0.6808953285217285
242,0.00843358039855957,0.71506667137146
243,0.00809931755065918,0.758209228515625
244,0.008231878280639648,0.7284421920776367
245,0.00847005844116211,0.7409639358520508
246,0.00867009162902832,0.7340636253356934
247,0.008219003677368164,0.7523195743560791
248,0.007993459701538086,0.7244501113891602
249,0.008155345916748047,0.7326197624206543
250,0.008725404739379883,0.7100529670715332
