Time,Containers,Platform
2.6414692401885986,50,WASM
2.646944522857666,50,WASM
2.6513166427612305,50,WASM
2.6561625003814697,50,WASM
2.6611437797546387,50,WASM
2.6662371158599854,50,WASM
2.6702351570129395,50,WASM
2.674433946609497,50,WASM
2.680129051208496,50,WASM
2.6852498054504395,50,WASM
2.6901285648345947,50,WASM
2.695880889892578,50,WASM
2.700845956802368,50,WASM
2.705054521560669,50,WASM
2.7100300788879395,50,WASM
2.715345859527588,50,WASM
2.719507932662964,50,WASM
2.723627805709839,50,WASM
2.7286179065704346,50,WASM
2.733660936355591,50,WASM
2.7386484146118164,50,WASM
2.7430269718170166,50,WASM
2.7476837635040283,50,WASM
2.7534985542297363,50,WASM
2.759248971939087,50,WASM
2.763338804244995,50,WASM
2.7683615684509277,50,WASM
2.772745370864868,50,WASM
2.776867389678955,50,WASM
2.782731533050537,50,WASM
2.7876296043395996,50,WASM
2.7917466163635254,50,WASM
2.7976768016815186,50,WASM
2.802610397338867,50,WASM
2.807678461074829,50,WASM
2.811680316925049,50,WASM
2.816526174545288,50,WASM
2.8214595317840576,50,WASM
2.825601816177368,50,WASM
2.830812692642212,50,WASM
2.8350651264190674,50,WASM
2.840134859085083,50,WASM
2.845109701156616,50,WASM
2.8502752780914307,50,WASM
2.8554203510284424,50,WASM
2.8601620197296143,50,WASM
2.865380048751831,50,WASM
2.8705461025238037,50,WASM
2.8754823207855225,50,WASM
2.8797340393066406,50,WASM
2.884690284729004,50,WASM
2.8906800746917725,50,WASM
2.895632743835449,50,WASM
2.9000725746154785,50,WASM
2.905020236968994,50,WASM
2.910090208053589,50,WASM
2.914036750793457,50,WASM
2.9188058376312256,50,WASM
2.9237453937530518,50,WASM
2.928739547729492,50,WASM
2.934487819671631,50,WASM
2.9382388591766357,50,WASM
2.943061590194702,50,WASM
2.948000192642212,50,WASM
2.952880859375,50,WASM
2.9571547508239746,50,WASM
2.9620678424835205,50,WASM
2.96669864654541,50,WASM
2.9717345237731934,50,WASM
2.9760725498199463,50,WASM
2.98148512840271,50,WASM
2.9858927726745605,50,WASM
2.9906046390533447,50,WASM
2.994798183441162,50,WASM
2.9996657371520996,50,WASM
3.0038444995880127,50,WASM
3.0086729526519775,50,WASM
3.013471841812134,50,WASM
3.0178983211517334,50,WASM
3.0229597091674805,50,WASM
3.028107166290283,50,WASM
3.0323398113250732,50,WASM
3.0374109745025635,50,WASM
3.0416982173919678,50,WASM
3.046693801879883,50,WASM
3.0508320331573486,50,WASM
3.055312156677246,50,WASM
3.0597596168518066,50,WASM
3.064791202545166,50,WASM
3.0697622299194336,50,WASM
3.0736958980560303,50,WASM
3.0786993503570557,50,WASM
3.083655834197998,50,WASM
3.0878806114196777,50,WASM
3.0927696228027344,50,WASM
3.0978691577911377,50,WASM
3.1038413047790527,50,WASM
3.108715057373047,50,WASM
3.1127631664276123,50,WASM
3.1169967651367188,50,WASM
3.1221728324890137,50,WASM
3.126612424850464,50,WASM
3.1314218044281006,50,WASM
3.135878801345825,50,WASM
3.1411490440368652,50,WASM
3.146124839782715,50,WASM
3.1519010066986084,50,WASM
3.1576993465423584,50,WASM
3.161775588989258,50,WASM
3.1663715839385986,50,WASM
3.17199969291687,50,WASM
3.1770777702331543,50,WASM
3.18178653717041,50,WASM
3.186216354370117,50,WASM
3.1913442611694336,50,WASM
3.1961076259613037,50,WASM
3.200713634490967,50,WASM
3.2061190605163574,50,WASM
3.2115156650543213,50,WASM
3.2173879146575928,50,WASM
3.2216570377349854,50,WASM
3.2271487712860107,50,WASM
3.231468915939331,50,WASM
3.2368171215057373,50,WASM
3.241812229156494,50,WASM
3.2468655109405518,50,WASM
3.252009153366089,50,WASM
3.256736993789673,50,WASM
3.2618138790130615,50,WASM
3.2677626609802246,50,WASM
3.2731547355651855,50,WASM
3.2771754264831543,50,WASM
3.282097339630127,50,WASM
3.287151575088501,50,WASM
3.292721748352051,50,WASM
3.297459602355957,50,WASM
3.302065849304199,50,WASM
3.3074302673339844,50,WASM
3.312758207321167,50,WASM
3.317728281021118,50,WASM
3.3228821754455566,50,WASM
3.326914072036743,50,WASM
3.3319079875946045,50,WASM
3.3368771076202393,50,WASM
3.3419127464294434,50,WASM
3.34700608253479,50,WASM
3.3513853549957275,50,WASM
3.356341600418091,50,WASM
3.362027645111084,50,WASM
3.3671441078186035,50,WASM
3.371290445327759,50,WASM
3.37606143951416,50,WASM
3.3820064067840576,50,WASM
3.38706636428833,50,WASM
3.3921010494232178,50,WASM
3.3959996700286865,50,WASM
3.4009196758270264,50,WASM
3.4061801433563232,50,WASM
3.411224842071533,50,WASM
3.415989875793457,50,WASM
3.4206480979919434,50,WASM
3.425516128540039,50,WASM
3.4301400184631348,50,WASM
3.435431480407715,50,WASM
3.4393115043640137,50,WASM
3.4435207843780518,50,WASM
3.4485175609588623,50,WASM
3.452791929244995,50,WASM
3.456860065460205,50,WASM
3.4612064361572266,50,WASM
3.466379165649414,50,WASM
3.4714770317077637,50,WASM
3.476431369781494,50,WASM
3.4817326068878174,50,WASM
3.4863619804382324,50,WASM
3.491053819656372,50,WASM
3.49575138092041,50,WASM
3.500972032546997,50,WASM
3.505915403366089,50,WASM
3.5101730823516846,50,WASM
3.5157761573791504,50,WASM
3.5207531452178955,50,WASM
3.525691509246826,50,WASM
3.5308616161346436,50,WASM
3.5355911254882812,50,WASM
3.5410196781158447,50,WASM
3.546518325805664,50,WASM
3.5508615970611572,50,WASM
3.555511951446533,50,WASM
3.5597469806671143,50,WASM
3.5656559467315674,50,WASM
3.571531057357788,50,WASM
3.57757568359375,50,WASM
3.5826337337493896,50,WASM
3.587749481201172,50,WASM
3.592113733291626,50,WASM
3.596958875656128,50,WASM
3.6019439697265625,50,WASM
3.6059303283691406,50,WASM
3.611104965209961,50,WASM
3.615987777709961,50,WASM
3.620966911315918,50,WASM
3.625981330871582,50,WASM
3.6313388347625732,50,WASM
3.636617422103882,50,WASM
3.6412930488586426,50,WASM
3.6458003520965576,50,WASM
3.6513547897338867,50,WASM
3.6559576988220215,50,WASM
3.660305976867676,50,WASM
3.665842056274414,50,WASM
3.669823169708252,50,WASM
3.6739795207977295,50,WASM
3.6788415908813477,50,WASM
3.6839146614074707,50,WASM
3.6878626346588135,50,WASM
3.6927099227905273,50,WASM
3.6977152824401855,50,WASM
3.701831579208374,50,WASM
3.706912040710449,50,WASM
3.71179461479187,50,WASM
3.7168374061584473,50,WASM
3.721417188644409,50,WASM
3.7258517742156982,50,WASM
3.730179786682129,50,WASM
3.7345352172851562,50,WASM
3.7387242317199707,50,WASM
3.743009090423584,50,WASM
3.7471096515655518,50,WASM
3.7512102127075195,50,WASM
3.7559027671813965,50,WASM
3.7612862586975098,50,WASM
3.7653074264526367,50,WASM
3.769545555114746,50,WASM
3.7745110988616943,50,WASM
3.7796261310577393,50,WASM
3.784268856048584,50,WASM
3.7885818481445312,50,WASM
3.793604612350464,50,WASM
3.7981486320495605,50,WASM
3.803234338760376,50,WASM
3.80856990814209,50,WASM
3.813910961151123,50,WASM
3.8185172080993652,50,WASM
3.8241517543792725,50,WASM
3.829263687133789,50,WASM
3.8333468437194824,50,WASM
3.8382229804992676,50,WASM
3.8433425426483154,50,WASM
3.8479056358337402,50,WASM
3.853086233139038,50,WASM
3.8585832118988037,50,WASM
3.862617015838623,50,WASM
3.8667588233947754,50,WASM
3.8718299865722656,50,WASM
3.876692295074463,50,WASM
3.881805419921875,50,WASM
3.88614821434021,50,WASM
3.890664577484131,50,WASM
3.8957533836364746,50,WASM
3.900447368621826,50,WASM
3.905456304550171,50,WASM
3.910400152206421,50,WASM
3.914705514907837,50,WASM
3.9187891483306885,50,WASM
3.9237382411956787,50,WASM
3.92885160446167,50,WASM
3.9334585666656494,50,WASM
3.9383394718170166,50,WASM
3.943325996398926,50,WASM
3.947377920150757,50,WASM
3.952281951904297,50,WASM
3.9571986198425293,50,WASM
3.962118148803711,50,WASM
3.9670753479003906,50,WASM
3.9718196392059326,50,WASM
3.9761881828308105,50,WASM
3.981719493865967,50,WASM
3.9867939949035645,50,WASM
3.9920706748962402,50,WASM
3.996548652648926,50,WASM
4.001431941986084,50,WASM
4.006584644317627,50,WASM
4.011508941650391,50,WASM
4.016117334365845,50,WASM
4.02037239074707,50,WASM
4.025333404541016,50,WASM
4.030145883560181,50,WASM
4.034250259399414,50,WASM
4.038636922836304,50,WASM
4.0435709953308105,50,WASM
4.049025535583496,50,WASM
4.054164886474609,50,WASM
4.059253454208374,50,WASM
4.063475847244263,50,WASM
4.068213939666748,50,WASM
4.073151350021362,50,WASM
4.077739477157593,50,WASM
4.082676410675049,50,WASM
4.087460517883301,50,WASM
4.091725587844849,50,WASM
4.096826076507568,50,WASM
4.1014955043792725,50,WASM
4.106263637542725,50,WASM
4.110682010650635,50,WASM
4.115359544754028,50,WASM
4.11995792388916,50,WASM
4.124207973480225,50,WASM
4.128992557525635,50,WASM
4.133825063705444,50,WASM
4.138803482055664,50,WASM
4.143892765045166,50,WASM
4.149770975112915,50,WASM
4.153803586959839,50,WASM
4.159236192703247,50,WASM
4.164312362670898,50,WASM
4.169292688369751,50,WASM
4.173624277114868,50,WASM
4.1797826290130615,50,WASM
4.185014724731445,50,WASM
4.191166877746582,50,WASM
4.195508003234863,50,WASM
4.200258493423462,50,WASM
4.205315351486206,50,WASM
4.210087299346924,50,WASM
4.2151713371276855,50,WASM
4.219732046127319,50,WASM
4.224091529846191,50,WASM
4.229042291641235,50,WASM
4.234179735183716,50,WASM
4.239120244979858,50,WASM
4.244115352630615,50,WASM
4.249058485031128,50,WASM
4.254092454910278,50,WASM
4.2591166496276855,50,WASM
4.264087677001953,50,WASM
4.26909327507019,50,WASM
4.274057388305664,50,WASM
4.279433250427246,50,WASM
4.285043478012085,50,WASM
4.289997339248657,50,WASM
4.294003248214722,50,WASM
4.299046039581299,50,WASM
4.303650617599487,50,WASM
4.308753728866577,50,WASM
4.314564943313599,50,WASM
4.319421052932739,50,WASM
4.323590278625488,50,WASM
4.32840633392334,50,WASM
4.333375453948975,50,WASM
4.33894681930542,50,WASM
4.3433146476745605,50,WASM
4.34758734703064,50,WASM
4.352691411972046,50,WASM
4.357619285583496,50,WASM
4.363378047943115,50,WASM
4.369263172149658,50,WASM
4.374276161193848,50,WASM
4.3793299198150635,50,WASM
4.384252548217773,50,WASM
4.389370441436768,50,WASM
4.394542932510376,50,WASM
4.399489879608154,50,WASM
4.404348373413086,50,WASM
4.409390211105347,50,WASM
4.4145941734313965,50,WASM
4.419490098953247,50,WASM
4.424272537231445,50,WASM
4.428439140319824,50,WASM
4.433552026748657,50,WASM
4.438095569610596,50,WASM
4.443796873092651,50,WASM
4.447826385498047,50,WASM
4.452866077423096,50,WASM
4.457939147949219,50,WASM
4.4631407260894775,50,WASM
4.4679343700408936,50,WASM
4.472636699676514,50,WASM
4.477552175521851,50,WASM
4.481571674346924,50,WASM
4.486296892166138,50,WASM
4.492334604263306,50,WASM
4.497533082962036,50,WASM
4.502593755722046,50,WASM
4.506564140319824,50,WASM
4.511069059371948,50,WASM
4.516682147979736,50,WASM
4.522507429122925,50,WASM
4.527505874633789,50,WASM
4.531901836395264,50,WASM
4.536887168884277,50,WASM
4.541632413864136,50,WASM
4.546863317489624,50,WASM
4.551634311676025,50,WASM
4.556902647018433,50,WASM
4.561886310577393,50,WASM
4.565725803375244,50,WASM
4.570377826690674,50,WASM
4.575605869293213,50,WASM
4.58026909828186,50,WASM
4.584958553314209,50,WASM
4.589902639389038,50,WASM
4.5952465534210205,50,WASM
4.599990367889404,50,WASM
4.60519552230835,50,WASM
4.6097941398620605,50,WASM
4.614487648010254,50,WASM
4.619707107543945,50,WASM
4.623810529708862,50,WASM
4.6282548904418945,50,WASM
4.6332316398620605,50,WASM
4.638177394866943,50,WASM
4.643246650695801,50,WASM
4.647465944290161,50,WASM
4.65251612663269,50,WASM
4.658562421798706,50,WASM
4.6642584800720215,50,WASM
4.669436693191528,50,WASM
4.673831462860107,50,WASM
4.678182363510132,50,WASM
4.6831769943237305,50,WASM
4.689229726791382,50,WASM
4.6942057609558105,50,WASM
4.698182582855225,50,WASM
4.702741622924805,50,WASM
4.707262277603149,50,WASM
4.711312294006348,50,WASM
4.716257572174072,50,WASM
4.721265554428101,50,WASM
4.726236343383789,50,WASM
4.731576204299927,50,WASM
4.736493825912476,50,WASM
4.7417192459106445,50,WASM
4.745794773101807,50,WASM
4.750841856002808,50,WASM
4.756151914596558,50,WASM
4.761559009552002,50,WASM
4.766207695007324,50,WASM
4.77164101600647,50,WASM
4.777020215988159,50,WASM
4.782222270965576,50,WASM
4.786280632019043,50,WASM
4.791448593139648,50,WASM
4.796311378479004,50,WASM
4.801735877990723,50,WASM
4.80663537979126,50,WASM
4.8114237785339355,50,WASM
4.816273212432861,50,WASM
4.82069993019104,50,WASM
4.825375080108643,50,WASM
4.831438779830933,50,WASM
4.835808277130127,50,WASM
4.840719699859619,50,WASM
4.845263481140137,50,WASM
4.850356817245483,50,WASM
4.855404376983643,50,WASM
4.8598573207855225,50,WASM
4.86548924446106,50,WASM
4.870046138763428,50,WASM
4.874161720275879,50,WASM
4.879032850265503,50,WASM
4.884124755859375,50,WASM
4.889536619186401,50,WASM
4.893629550933838,50,WASM
4.8986570835113525,50,WASM
4.903796672821045,50,WASM
4.908634424209595,50,WASM
4.913571834564209,50,WASM
4.91860294342041,50,WASM
4.923772573471069,50,WASM
4.92858624458313,50,WASM
4.933527708053589,50,WASM
4.938545227050781,50,WASM
4.942601919174194,50,WASM
4.947529315948486,50,WASM
4.952523469924927,50,WASM
4.957050561904907,50,WASM
4.961130857467651,50,WASM
4.966385841369629,50,WASM
4.971146821975708,50,WASM
4.9762279987335205,50,WASM
4.9810380935668945,50,WASM
4.985067129135132,50,WASM
4.98933744430542,50,WASM
4.994214296340942,50,WASM
4.998876571655273,50,WASM
5.003314018249512,50,WASM
5.007713794708252,50,WASM
5.012152433395386,50,WASM
5.0171895027160645,50,WASM
5.021651744842529,50,WASM
5.026821136474609,50,WASM
5.03084659576416,50,WASM
5.035233020782471,50,WASM
5.039810657501221,50,WASM
5.043837070465088,50,WASM
5.048783540725708,50,WASM
5.053284168243408,50,WASM
5.05773401260376,50,WASM
5.0622169971466064,50,WASM
5.06737494468689,50,WASM
5.07229471206665,50,WASM
5.077158451080322,50,WASM
5.082725763320923,50,WASM
5.087954521179199,50,WASM
5.093297719955444,50,WASM
5.098352670669556,50,WASM
5.103231191635132,50,WASM
5.107497692108154,50,WASM
5.112864255905151,50,WASM
5.1176464557647705,50,WASM
5.121691465377808,50,WASM
5.1268510818481445,50,WASM
5.1316750049591064,50,WASM
5.13681435585022,50,WASM
5.141666412353516,50,WASM
5.146589040756226,50,WASM
5.151642322540283,50,WASM
5.156639099121094,50,WASM
5.161736965179443,50,WASM
5.166640043258667,50,WASM
5.1711883544921875,50,WASM
5.175191402435303,50,WASM
5.17963719367981,50,WASM
5.1847217082977295,50,WASM
5.189551115036011,50,WASM
5.19458794593811,50,WASM
5.198840141296387,50,WASM
5.204394340515137,50,WASM
5.208997964859009,50,WASM
5.215198516845703,50,WASM
5.221062660217285,50,WASM
5.225639581680298,50,WASM
5.230092763900757,50,WASM
5.234387159347534,50,WASM
5.2387614250183105,50,WASM
5.243163824081421,50,WASM
5.247923135757446,50,WASM
5.2531774044036865,50,WASM
5.257513046264648,50,WASM
5.263160467147827,50,WASM
5.269057035446167,50,WASM
5.273626327514648,50,WASM
5.278173208236694,50,WASM
5.283459424972534,50,WASM
5.287861585617065,50,WASM
5.292344093322754,50,WASM
5.29714560508728,50,WASM
5.301740407943726,50,WASM
5.306069374084473,50,WASM
5.311058282852173,50,WASM
5.3152666091918945,50,WASM
5.320250988006592,50,WASM
5.32543683052063,50,WASM
5.330779790878296,50,WASM
5.335070610046387,50,WASM
5.339999198913574,50,WASM
5.344337463378906,50,WASM
5.348958253860474,50,WASM
5.353304624557495,50,WASM
5.357978105545044,50,WASM
5.362446546554565,50,WASM
5.366933584213257,50,WASM
5.371380090713501,50,WASM
5.375452041625977,50,WASM
5.380398511886597,50,WASM
5.384864091873169,50,WASM
5.389885187149048,50,WASM
5.394582986831665,50,WASM
5.399022340774536,50,WASM
5.403525114059448,50,WASM
5.407968759536743,50,WASM
5.413005352020264,50,WASM
5.41761326789856,50,WASM
5.4221367835998535,50,WASM
5.427119493484497,50,WASM
5.432063341140747,50,WASM
5.436361074447632,50,WASM
5.441469430923462,50,WASM
5.445794105529785,50,WASM
5.450044870376587,50,WASM
5.455193758010864,50,WASM
5.4606170654296875,50,WASM
5.46527361869812,50,WASM
5.4699461460113525,50,WASM
5.474577188491821,50,WASM
5.4789137840271,50,WASM
5.483389854431152,50,WASM
5.4885358810424805,50,WASM
5.494122743606567,50,WASM
5.498960494995117,50,WASM
5.50373387336731,50,WASM
5.508259296417236,50,WASM
5.513275861740112,50,WASM
5.517849922180176,50,WASM
5.523133039474487,50,WASM
5.527166128158569,50,WASM
5.531727075576782,50,WASM
5.5366551876068115,50,WASM
5.541067838668823,50,WASM
5.546018362045288,50,WASM
5.551178932189941,50,WASM
5.5558860301971436,50,WASM
5.560568571090698,50,WASM
5.5660176277160645,50,WASM
5.571812629699707,50,WASM
5.576910972595215,50,WASM
5.580919981002808,50,WASM
5.585294961929321,50,WASM
5.590836048126221,50,WASM
5.5958616733551025,50,WASM
5.600489139556885,50,WASM
5.605769872665405,50,WASM
5.6115148067474365,50,WASM
5.616499423980713,50,WASM
5.62143874168396,50,WASM
5.626616477966309,50,WASM
5.631464958190918,50,WASM
5.636372089385986,50,WASM
5.641518592834473,50,WASM
5.6463916301727295,50,WASM
5.651500463485718,50,WASM
5.655919075012207,50,WASM
5.660567760467529,50,WASM
5.665280103683472,50,WASM
5.66928243637085,50,WASM
5.673441648483276,50,WASM
5.679361343383789,50,WASM
5.684238910675049,50,WASM
5.688805341720581,50,WASM
5.69394588470459,50,WASM
5.698938846588135,50,WASM
5.703813791275024,50,WASM
5.708295106887817,50,WASM
5.713455677032471,50,WASM
5.718190908432007,50,WASM
5.723039865493774,50,WASM
5.7280309200286865,50,WASM
5.732653856277466,50,WASM
5.737671613693237,50,WASM
5.74267053604126,50,WASM
5.747667551040649,50,WASM
5.752122640609741,50,WASM
5.756609201431274,50,WASM
5.7616822719573975,50,WASM
5.766579627990723,50,WASM
5.770627975463867,50,WASM
5.775703430175781,50,WASM
5.780619382858276,50,WASM
5.785665988922119,50,WASM
5.790141582489014,50,WASM
5.795158863067627,50,WASM
5.800109386444092,50,WASM
5.8040783405303955,50,WASM
5.8090715408325195,50,WASM
5.814085483551025,50,WASM
5.819055557250977,50,WASM
5.824012041091919,50,WASM
5.82901406288147,50,WASM
5.834596872329712,50,WASM
5.838593244552612,50,WASM
5.843634843826294,50,WASM
5.8485026359558105,50,WASM
5.853549957275391,50,WASM
5.858465671539307,50,WASM
5.863964080810547,50,WASM
5.869024038314819,50,WASM
5.87398099899292,50,WASM
5.879003524780273,50,WASM
5.884044170379639,50,WASM
5.888537883758545,50,WASM
5.893390417098999,50,WASM
5.898006439208984,50,WASM
5.903005361557007,50,WASM
5.9079625606536865,50,WASM
5.912630796432495,50,WASM
5.918051242828369,50,WASM
5.922183275222778,50,WASM
5.927567958831787,50,WASM
5.9320433139801025,50,WASM
5.93710994720459,50,WASM
5.941596031188965,50,WASM
5.946898698806763,50,WASM
5.952699661254883,50,WASM
5.957529783248901,50,WASM
5.962393045425415,50,WASM
5.966685056686401,50,WASM
5.971715688705444,50,WASM
5.976736545562744,50,WASM
5.980693101882935,50,WASM
5.984998464584351,50,WASM
5.990636110305786,50,WASM
5.995615482330322,50,WASM
6.000567436218262,50,WASM
6.00556492805481,50,WASM
6.009813547134399,50,WASM
6.015142917633057,50,WASM
6.021097183227539,50,WASM
6.026115655899048,50,WASM
6.0304789543151855,50,WASM
6.03493070602417,50,WASM
6.039077997207642,50,WASM
