node,core x second,mem_usage
10,0.007539199829101563,10.289066487397617
25,0.02111884593963623,11.023441771995474
50,0.03873789469401042,11.460941941543132
100,0.12577732585026666,12.57422362298137
150,0.2099404669867621,13.167973853081765
200,0.3738925426346915,13.906255389193436
300,0.929580839395523,15.585943540135341
