1KB,10KB,100KB,500KB,1MB,10MB,100MB,Source
45.726776123046875,42.16885566711426,36.89885139465332,36.03410720825195,45.35174369812012,122.74527549743652,794.6577072143555,wasm
26.118040084838867,46.91958427429199,34.72781181335449,59.72933769226074,46.48709297180176,91.97330474853516,775.4714488983154,wasm
23.69213104248047,40.21406173706055,48.123836517333984,52.30998992919922,36.07654571533203,93.71352195739746,858.0710887908936,wasm
35.31455993652344,34.29222106933594,26.99446678161621,27.47488021850586,30.978679656982422,88.54818344116211,706.6810131072998,wasm
28.326034545898438,28.637409210205078,24.22332763671875,38.788557052612305,36.347150802612305,89.40434455871582,697.8049278259277,wasm
23.94700050354004,23.687362670898438,25.73084831237793,29.31666374206543,41.6417121887207,82.39316940307617,706.2699794769287,wasm
34.84201431274414,32.8373908996582,24.37138557434082,42.656660079956055,34.42025184631348,77.48842239379883,688.4410381317139,wasm
29.497623443603516,28.116703033447266,24.218082427978516,35.64643859863281,31.750202178955078,85.93177795410156,670.4444885253906,wasm
22.45783805847168,24.08313751220703,24.013519287109375,39.56937789916992,27.878522872924805,79.54001426696777,695.9309577941895,wasm
32.00554847717285,36.93389892578125,31.417131423950195,26.051044464111328,37.54472732543945,88.77348899841309,748.2705116271973,wasm
39.3671989440918,37.328243255615234,48.714637756347656,47.933340072631836,44.31462287902832,94.93827819824219,699.181079864502,wasm
35.38227081298828,38.45953941345215,31.985759735107422,44.09003257751465,35.234928131103516,97.25570678710938,719.7177410125732,wasm
33.23960304260254,45.84503173828125,28.76901626586914,36.44371032714844,28.22732925415039,94.8030948638916,719.2351818084717,wasm
34.142255783081055,34.95454788208008,28.149127960205078,26.55959129333496,31.557083129882812,85.90984344482422,663.8660430908203,wasm
31.9974422454834,25.16007423400879,23.432254791259766,28.58257293701172,35.900115966796875,83.2056999206543,673.3436584472656,wasm
22.48406410217285,31.887531280517578,36.08560562133789,33.1263542175293,28.865814208984375,83.71138572692871,654.350996017456,wasm
30.19094467163086,34.62028503417969,31.68320655822754,33.18619728088379,32.572031021118164,79.2078971862793,673.7134456634521,wasm
38.934946060180664,37.79339790344238,36.717891693115234,33.02574157714844,36.83614730834961,95.54862976074219,642.8232192993164,wasm
28.68366241455078,33.223867416381836,24.386167526245117,34.157752990722656,28.596162796020508,78.79114151000977,784.2516899108887,wasm
24.628400802612305,36.41343116760254,23.98061752319336,37.16731071472168,35.43448448181152,93.5826301574707,860.4061603546143,wasm
29.171466827392578,38.15484046936035,39.48783874511719,44.22473907470703,36.257028579711914,81.89988136291504,707.4830532073975,wasm
35.85934638977051,34.28196907043457,26.113033294677734,33.80990028381348,40.99321365356445,79.13994789123535,649.4641304016113,wasm
29.51216697692871,29.618263244628906,24.58977699279785,39.940834045410156,38.62595558166504,98.02746772766113,690.0432109832764,wasm
24.23858642578125,26.029348373413086,24.509429931640625,26.629209518432617,29.29234504699707,81.24566078186035,664.7262573242188,wasm
22.98593521118164,32.72438049316406,28.528451919555664,26.952028274536133,34.33680534362793,91.20464324951172,710.6645107269287,wasm
33.57052803039551,38.91873359680176,24.08432960510254,27.817964553833008,32.84263610839844,86.72070503234863,825.7532119750977,wasm
26.8552303314209,27.902603149414062,33.02431106567383,31.955957412719727,28.596878051757812,87.70298957824707,738.1541728973389,wasm
22.97496795654297,26.338815689086914,29.0372371673584,31.511783599853516,35.45713424682617,88.94515037536621,868.7338829040527,wasm
32.25421905517578,36.85283660888672,24.480819702148438,30.918121337890625,28.08070182800293,87.34369277954102,722.5918769836426,wasm
28.868675231933594,36.97466850280762,26.134967803955078,33.35738182067871,36.52381896972656,95.60513496398926,792.4089431762695,wasm
35.805702209472656,40.032386779785156,41.387319564819336,40.677547454833984,52.349090576171875,81.75349235534668,828.8171291351318,wasm
35.89177131652832,31.125307083129883,49.868106842041016,27.67801284790039,40.410518646240234,79.35690879821777,816.2670135498047,wasm
30.39717674255371,25.939464569091797,41.365861892700195,36.12709045410156,36.25893592834473,80.53946495056152,826.5297412872314,wasm
30.408382415771484,38.25879096984863,24.765491485595703,26.85236930847168,29.630661010742188,83.71710777282715,1062.777042388916,wasm
30.534744262695312,25.19083023071289,27.4198055267334,26.41916275024414,35.65549850463867,82.83376693725586,784.6784591674805,wasm
23.05126190185547,23.48637580871582,28.186559677124023,34.305572509765625,28.761863708496094,81.63857460021973,758.8012218475342,wasm
23.395061492919922,24.701356887817383,25.423526763916016,35.93111038208008,35.89963912963867,78.87434959411621,785.5722904205322,wasm
22.724151611328125,36.42749786376953,36.817312240600586,36.356449127197266,38.181304931640625,78.62997055053711,745.3749179840088,wasm
30.97367286682129,36.171674728393555,35.69340705871582,43.11108589172363,31.213760375976562,81.18677139282227,816.493034362793,wasm
29.478073120117188,44.31867599487305,33.52689743041992,35.520076751708984,45.40896415710449,89.51926231384277,759.8605155944824,wasm
38.32197189331055,43.35379600524902,38.481950759887695,37.184715270996094,44.15082931518555,98.42443466186523,850.1701354980469,wasm
33.77127647399902,40.052175521850586,32.77301788330078,42.22249984741211,36.67259216308594,77.73828506469727,779.3140411376953,wasm
33.77676010131836,32.793283462524414,30.150651931762695,36.16499900817871,29.886960983276367,89.29610252380371,683.6211681365967,wasm
28.33843231201172,29.068708419799805,30.04908561706543,36.582231521606445,38.02752494812012,83.67085456848145,765.0692462921143,wasm
23.242712020874023,26.10468864440918,25.507211685180664,34.98959541320801,32.32932090759277,87.45384216308594,694.5230960845947,wasm
23.190021514892578,42.21773147583008,25.689125061035156,36.41390800476074,39.11256790161133,88.48214149475098,687.8359317779541,wasm
39.044857025146484,31.234025955200195,28.203248977661133,38.324594497680664,29.127120971679688,89.508056640625,712.0890617370605,wasm
27.800798416137695,34.84511375427246,23.136138916015625,27.286052703857422,35.7818603515625,85.12353897094727,748.0559349060059,wasm
29.39605712890625,26.048898696899414,34.11102294921875,26.409149169921875,41.921377182006836,87.8000259399414,680.8011531829834,wasm
23.578166961669922,23.859024047851562,33.4627628326416,28.022050857543945,36.71693801879883,92.83018112182617,715.6002521514893,wasm
37.59765625,30.883073806762695,41.260719299316406,52.787065505981445,39.40320014953613,88.02628517150879,656.3949584960938,wasm
35.46738624572754,34.142494201660156,34.02400016784668,45.37081718444824,35.29834747314453,89.61343765258789,698.103666305542,wasm
34.55090522766113,33.94794464111328,29.091835021972656,35.5985164642334,30.81512451171875,90.03353118896484,656.1613082885742,wasm
33.07342529296875,37.68563270568848,24.590253829956055,34.502506256103516,38.28072547912598,94.18916702270508,765.3622627258301,wasm
26.257753372192383,25.364398956298828,23.75483512878418,35.09998321533203,29.08492088317871,92.79775619506836,662.8251075744629,wasm
23.051023483276367,27.55904197692871,33.840179443359375,39.36147689819336,33.5698127746582,76.43294334411621,703.5205364227295,wasm
34.11102294921875,37.33325004577637,27.805089950561523,26.57294273376465,35.05659103393555,82.88288116455078,732.8317165374756,wasm
29.708385467529297,24.742603302001953,26.81446075439453,25.925159454345703,28.672218322753906,80.06811141967773,742.0480251312256,wasm
23.65398406982422,24.313926696777344,24.448156356811523,27.451753616333008,36.2246036529541,83.57024192810059,749.6380805969238,wasm
26.531219482421875,25.827884674072266,24.309635162353516,43.99847984313965,30.359983444213867,100.99053382873535,686.0771179199219,wasm
37.957191467285156,36.073923110961914,42.54412651062012,41.713714599609375,42.08636283874512,86.80486679077148,844.5138931274414,wasm
35.01725196838379,25.516510009765625,39.98684883117676,43.447017669677734,31.575679779052734,95.30448913574219,764.164924621582,wasm
30.170440673828125,24.763107299804688,43.588876724243164,38.36393356323242,37.6436710357666,84.26403999328613,901.313066482544,wasm
26.927709579467773,27.58502960205078,33.286094665527344,27.631282806396484,28.071880340576172,88.02533149719238,991.5475845336914,wasm
23.845195770263672,32.715797424316406,28.432607650756836,32.64760971069336,35.05849838256836,88.82713317871094,873.4278678894043,wasm
35.22992134094238,33.707618713378906,26.141881942749023,32.266855239868164,38.655757904052734,84.95926856994629,919.2001819610596,wasm
29.664993286132812,28.22422981262207,27.466297149658203,36.17048263549805,29.44803237915039,90.58117866516113,1119.6036338806152,wasm
30.115365982055664,31.405210494995117,24.4138240814209,34.32106971740723,39.79849815368652,85.74247360229492,1194.8981285095215,wasm
23.86927604675293,23.486852645874023,28.639554977416992,33.83302688598633,30.3800106048584,80.7037353515625,1059.4286918640137,wasm
33.26272964477539,33.890485763549805,24.23548698425293,37.90092468261719,41.713714599609375,98.76227378845215,969.031810760498,wasm
37.83106803894043,34.48176383972168,30.354022979736328,40.29273986816406,47.45149612426758,89.1263484954834,840.0797843933105,wasm
23.874998092651367,32.26327896118164,35.97235679626465,36.103010177612305,44.15154457092285,88.72747421264648,1044.2163944244385,wasm
27.768373489379883,36.41009330749512,34.403324127197266,35.09068489074707,38.796424865722656,87.23258972167969,693.0122375488281,wasm
23.390769958496094,24.425506591796875,32.79900550842285,34.20305252075195,28.508663177490234,85.61062812805176,834.4762325286865,wasm
30.995607376098633,23.40221405029297,27.54497528076172,34.61575508117676,32.004356384277344,80.69205284118652,685.6591701507568,wasm
24.518251419067383,32.02056884765625,23.03147315979004,39.32547569274902,38.97404670715332,82.36098289489746,729.1886806488037,wasm
